context,prompt,first_utterance
furious,My friends wouldn't go with me to the gym last night. I was so angry that I broke my tv.,My friends wouldn't go with me to the gym last night. I was so mad that I shattered my phone.
furious,My ex was supposed to get our son today so I could take my daughter school shopping. He flaked.,My ex flaked on me again today.
furious,I went to close a bank account today_comma_ and when they got there they said it was overdrawn by an IRS tax lien.  I have never been so angry in my life!,I went to close a bank account today_comma_ and when they got there they said it was overdrawn by an IRS tax lien. I have never been so angry in my life!
furious,The cashier at the grocery store gave me back the wrong amount of change. i didn't notice until I was at home.,The cashier at the grocery store gave me back the wrong amount of change. i didn't notice until I was at home.
grateful,I went to a park and I set on a bench. I didn't notice that my wallet felt. A man came to me from behind giving me back my wallet.,Hi_comma_ I went to a park and I set on a bench. I didn't notice that my wallet felt. A man came to me from behind giving me back my wallet.
grateful,A situation when I felt grateful was when I had a flat tire and my father came to help me with it.  I felt grateful to have family around to be there for me.,One time I had a flat tire and my dad came to help me fix it.
grateful,I was grateful when my mother visited me for my birthday.,It was my birthday and my mother came to surprise me.
grateful,I finally finished my phlebotomy class. It was an hours drive one way_comma_ yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.,I finally finished my Phlebotomy class . It was an hour's drive one way_comma_ but thankfully it's over and a hospital nearby is hiring I heard. Whew!
grateful,I am grateful to be alive.,I almost died last year.
grateful,I got stock from family a long time ago. I just let it sit there. It's risen 10 times since.,I got stock from family a long time ago. I just let it sit there. It's risen 10 times since.
grateful,My kids are the best. They get excited about everything. I think I had some good ones.,I think I have some pretty decent kids. May be too soon to tell though.
grateful,My transmission went out in my car. My dad loaned me $500 to get it fixed.,My transmission went out in my car at the worst possible time. No way could I afford to get it replaced or rebuilt. My dad was able to loan me $500 to get the new transmission_comma_ and my step dad was able to put it in.
grateful,I met with an accident once. Kindhearted passerby saved my life,I have a met with an accident once. one gentlemen saved my life
grateful,When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot.,I'm so happy and relieved my mom came to my rescue this week.
grateful,I saw a homeless man sweating in the sun the other day and it made me thankful for what I have.,I saw a homeless man sweating in the sun the other day.
grateful,My mom recently completed radiation and surgery for breast cancer. I'm so thankful she had great doctors.,My mom just completed seven weeks of radiation treatments for breast cancer!
grateful,I was very sick when my first daughter was born.  My sister came and stayed for two weeks to help us out.,I was very sick when our first daughter was born. I developed HELLP syndrome with her and was in the hospital for 7 days.
grateful,My daughter was very seek for 2 weeks_comma_ but she is way better now,My daughter was very seek for 2 weeks_comma_ but she is way better now.I was so worried for a while.
grateful,I receive my blood test result yesterday and I am so grateful that I don't any immune system diseases.,"I receive my blood test result yesterday and I am so grateful that I don't any immune system diseases."""
