emotion,idx,prompt,first_utterance
grateful,55,The other day_comma_ I was pulled over for speeding. The officer just gave me a warning_comma_ and I was very relieved.,I was pulled over for speeding the other day. The cop actually was really cool and just gave me a warning. I was very relieved.
grateful,56,My grandma sent me a birthday card in the mail! She is such a sweet lady.,My grandma sent me a birthday card in the mail! She is such a sweet lady.
grateful,57,my mom always invites me places and pays for everything. Its so nice.,I love when my mom invites me places
grateful,58,Today I had a lot to do on my job_comma_ I thought I was never going to finish on time. But then a coworker helped me with it and we were able to finish before the dateline!,Today I had a lot to do on my job_comma_ I thought I was never going to finish on time. But then a coworker helped me with it.
grateful,59,My husband was in a car wreck 2 years ago and broke his back. After he came home from the hospital the church brought us dinner every night for 2 weeks. It was so great.,My husband broke his back in a car wreck a couple of years ago. For 2 week after we came home the church brought us dinner every night.
grateful,60,i have such a great family. i am so thankful for them,I have such a great family
grateful,61,While riding my bicycle to work_comma_ I was hit from behind by a woman in a car. She stopped_comma_ and even against my pleas (I was in shock)_comma_ called for an ambulance.,It sounds crazy to say_comma_ but even though I was hit by a car on my bicycle_comma_ it could have been much worse.
grateful,62,My husband went out of town for the weekend and I stayed home. For once_comma_ I was able to get things done around the house with someone always interrupting.,I can't get much done either because I have 3 kids that always seem to need something or got somewhere.
grateful,63,My mom and dad divorced when I was 9 and I went to live with my dad at age 10. My mother wasn't around so my grandmother filled that role for me_comma_ I am so thankful for her willingness to help me grow up.,My mom and dad divorced when I was 9 and I went to live with my dad at age 10_comma_
grateful,64,I had surgery a few weeks ago_comma_ and my friends all brought me casseroles so that I wouldn't have to make dinner as I healed.,I had surgery a few weeks ago. It was tough_comma_ but my friends really helped out.
grateful,65,for the meal i just made,I just had the most amazing lunch ever. I am so thankful to have cooking skills.
grateful,66,I lost my wallet the other day and my neighbor returned it. I was so happy and thankful.,I lost my wallet the other day and my neighbor returned it.
grateful,67,My best friend took my daughter for the weekend so that I could have some alone time with my husband. She's a great friends_comma_ so thankful for her!,My best friend took my daughter for the weekend so that I could have some alone time with my husband.
grateful,68,I got a new dog. My girlfriend surprised me with a puppy for my birthday.,I just got a new puppy on my birthday. It was a surprise from my girlfriend. He's awesome!
grateful,69,I am very grateful for my present today. It is my birthday and I opened some presents!,I am so happy for all the presents that I got at my birthday party!
grateful,70,I'm so glad it finally cooled down outside,I'm so glad it finally cooled down outside! I hate heat and humidity_comma_ makes me feel so miserable
grateful,71,My wife has been sick for more than 12 years and she is finally feeling better and I am so happy.,My wife has been very sick for the last 12 years and is finally feeling better and I am so happy!
grateful,72,Some of my friends desperately seek approval from women and I pity them. I'm proud that I have enough self-respect to chase money instead of tail and in the process get more dates than they do,I'm happy that I have more self-respect than most of my friends who desperately seek approval from women....I focus on my money scheme and end up getting more dates than they do it's hilarious
grateful,73,i couldnt believe my luck at the casiuno,I couldnt believe the luck I was having_comma_ I was up 100 dollars already
grateful,74,I am so happy all of my children were born healthy. Everyone isnt so lucky,Im so happy my children were born healthy.
