context,prompt
sad,I'm sad I didn't get the job I really wanted. I prepared and practiced interviewing for so long.
sad,My cat died the other day. She was 24 years old.
sad,I lost my wallet and had to get all new cards
sad,My dog got hit by a car. Unfortunately he did not make it.
sad,I forgot about my best friend's birthday last week and I felt like I betrayed him by forgetting about our long friendship.
sad,My friends dog ran away. we looked for him all day but we couldnt find him. I was pretty upset about it
sad,My 15 year old cat just passed away. I feel so empty and down in the dumps without him.
sad,I am getting older and it's hard to think on how many bad things I have experienced. Life really doesn't always turn out how you think it will or how you want. It's a series of unfortunate and traumatic events a lot.
sad,I'm pretty bummed I didn't get to see my sister when she was in town. I don't get to see her often.
sad,i've read an article about a little newborn babygirl. She died because she was premature and she had problems breathing on her own when she was born but parents didn't take her to the hospital because they don't believe in medication
sad,"One morning my mother came by to get my daughter for school, and told me she saw that my daughter's cat had been hit on the road. He was dead, and I had to tell my daughter. She loved her cat so much, it was very difficult."
sad,We just found out my cat has cancer. We are going to have to put her down soon.
sad,One time I saw a stray dog walking around a restaurant looking for food
sad,MY dauhter is growing up too fast. She is going to leave me soon.
sad,"I just found out that I'm not getting the promotion I thought I was going to, and now I can't take my girlfriend to Disneyworld"
sad,I proposed to my girlfriend and she said no. I am so hurt.
sad,My daughter's chihuahua had an autoimmune disease. She passed away in February
sad,My sister left for college.
sad,I wish I can stay just one more day i'm so unhappy that I will be leaving today
sad,"I recently attended my grandmother's funeral. Although she had just turned 93, I definitely miss her."
sad,My cat passed away because of old age
sad,Went to a funeral a couple days ago
sad,I feel bad.. I had to leave my husband in the ICU and come home without him.
sad,Yesterday my sister left to go back to her state. I wanted her to stay longer
sad,My friend died in a car accident recently. I am so hurt over it.
sad,They stopped making donuts at my favorite bakery. I am so hurt thinking about it.
sad,I saw a kitten get run over by a car.
sad,My smartphone is pretty old and i do not have enough money to get a new one
sad,My pet gecko died :(
sad,I miss being a kid. I hate all the responsibility I have now
sad,It really sucked when my rabbit died like 10 years ago. That was probably the most upset that I've ever been.
sad,My cat died last year
sad,I'm bummed that it is supposed to rain here all weekend.
sad,I got news that my grandfather passed away. Nobody saw it coming.
sad,I moved to another state and my family was left behind.
sad,My pet hamster died the other day. I am so devastated.
sad,I was devastated when my dad passed away. It was just hard
sad,I just got a new puppy last week and now he's dead. He got hit by a car.
sad,Our pet will need to be put down soon. She has suffered a long time with feline AIDS.
sad,I felt bad while watching my sick father on the bed
sad,"A separation is something that hurts, especially when you love with your heart"
sad,I cry every time I think of my sister.
sad,A girl I asked out just rejected me. Feels bad man.
sad,our company is firing people
sad,"My pet toad died, I am sad."
sad,My friend of 4 years ended last weekend.
sad,I lost $100 yesterday I am so unhappy still what a big lost can't believe I did that.
sad,"When I had to give away my dog Omar, it was sad. The place I was going did not allow animals"
sad,My local store stopped carrying my favorite spring rolls.
sad,My dog is 10 years old. He has been getting more infections in his ear and sleeping alot. I don't think he has much time left.
sad,I just ordered food and it came and it's totally the wrong order. Now I have to wait another hour for it!
sad,I still have another 75k on my student loans to go before I can afford grad school.
sad,I am bummed out today. I failed a big test and my co-worker passed.
sad,I had to put my dog to sleep yesterday. I am hurting so bad right now.
sad,I am not too happy that I didn't drive my mother to the airport
sad,I just celebrted my first birthday without my grandmother.
sad,I am getting older and to still see that people can be so untrustworthy and that they will be such betrayers and so hateful over nothing is hard to see
