context,prompt,first_utterance
grateful,"During Aug. 2016 there was a huge flood here in South LA. Even though I got 5 feet in my house, no one was hurt or died. Overall, the number of causlaties was super low",Have you ever had one of those moments in your life that you have no clue how you are still alive?
grateful,I'm really happy to have the family I do.,I'm really happy to have the family I do.
grateful,my mom always invites me places and pays for everything. Its so nice.,I love when my mom invites me places
grateful,I am so lucky to have my kids. They are gonna take care of me one day.,MY kids are gonna take care of me when I get older. I just know it
grateful,I am pleased that I got to meet Donald Trump.,I am pleased that I got to meet Donald Trump.
grateful,I'm glad it's nearly Fall.,"Well, Fall is almost upon us at last."
grateful,I got pulled over by the police earlier. I am so thankful he didn't give me a ticket.,I got pulled over by the police earlier.
grateful,I'm happy I've learned from my past mistakes. I've been at ground zero and I'm thankful that the feeling of what it's like to be at the end of your rope has propelled me into financial autonomy.,I'm thankful for all my past mistakes. They've helped me grow in a big way
grateful,My husband was in a car wreck 2 years ago and broke his back. After he came home from the hospital the church brought us dinner every night for 2 weeks. It was so great.,My husband broke his back in a car wreck a couple of years ago. For 2 week after we came home the church brought us dinner every night.
grateful,I love thatmy kids have started helping out around the house now,I love that my kids have started helping out around the house now
grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,Everyday I remind myself of how lucky I am to have a pair of supportive parents.
grateful,"My best friend took my daughter for the weekend so that I could have some alone time with my husband. She's a great friends, so thankful for her!",My best friend took my daughter for the weekend so that I could have some alone time with my husband.
grateful,I was glad that my friend paid me back money when i needed it.,I was glad when my friend paid me back money he owed me.
grateful,"when i was going through a divorce, money was tight, my mom stepped in and helped with attorney fees, was so helpful.","I went through a divorce last year, which caught me off guard financially, luckily my mom was able to help with some of the costs."
grateful,I lost my debit card and didnt have access to funds. My bank went out of their way to ship it first class back to me free of charge.,I lost my debit card and didnt have access to funds. My bank went out of their way to ship it first class back to me free of charge.
grateful,Am thankful to God for keeping me alive,Am so thankful to Him for the breath of life
grateful,"I was unable to make my full rent this month. Thankfully, my dad came to the rescue and loaned me the money!",I was unable to make my full rent this month.
